beta,ord_hx,ord_hz,legacy_hx,legacy_hz,running_hx,running_hz,legacy_abs_err_hx,legacy_abs_err_hz,running_abs_err_hx,running_abs_err_hz,legacy_chi,running_chi_raw,running_chi_eff,running_factor
0.1,4.563845143160404e-16,0.19594337979143628,3.209835802644954e-17,0.47531253726815725,-4.0212893464011755e-17,0.34296027279882857,4.242861562895909e-16,0.279369157476721,4.965974077800522e-16,0.1470168930073923,0.052468746273184354,0.2182699844964469,0.06570397272011733,0.30102156680726244
0.35789473684210527,-5.808736513502973e-17,0.06850757143166575,1.2170462273662368e-16,-0.8986883355502113,-5.151951529423465e-17,0.15997122290685295,1.7979198787165342e-16,0.9671959069818771,6.567849840795081e-18,0.0914636514751872,0.6795305621969179,2.8268471387391783,0.3006418781175473,0.10635236479452463
0.6157894736842106,-4.8040036105876425e-17,0.04773206009535225,2.680303403974526e-16,-2.3606709226164333,-5.443320744794743e-17,0.11922096798566528,3.1607037650332903e-16,2.4084029827117854,6.393171342071007e-18,0.07148890789031304,2.069465778663803,8.60897763924142,0.5423744565561956,0.06300102977198428
0.8736842105263158,-4.36827615888373e-17,0.038064261507274044,5.454094436528204e-16,-4.017405408811553,-5.626986942186243e-17,0.10050905616367484,5.890922052416577e-16,4.055469670318827,1.2587107833025127e-17,0.06244479465640079,4.383627883488106,18.23589199531052,0.7858710351412106,0.04309474059965383
1.1315789473684212,2.6276737511542763e-19,0.0324877515828198,1.0005396255153543e-15,-6.019573732637479,-5.783283423455555e-17,0.08931513521229734,1.0002768581402388e-15,6.052061484220299,5.809560160967097e-17,0.056827383629477535,7.943201855202756,33.04371971764346,1.0305118206808217,0.031186314055635427
1.3894736842105266,1.4952940117895514e-17,0.029035280401337488,1.7193053395046504e-15,-8.577187076812866,-5.924899289066029e-17,0.08166688764036595,1.7043523993867549e-15,8.606222357214204,7.42019330085558e-17,0.05263160723902846,13.307257529742413,55.35819132372844,1.2759996929628605,0.023049880468474098
1.6473684210526318,-2.2811914677077775e-17,0.026926392864045634,2.3263053268753206e-15,-9.784147519751055,-6.047349922366296e-17,0.07606964286781559,2.3491172415523985e-15,9.8110739126151,3.766158454658519e-17,0.049143250003769956,21.402192758982263,89.03312187736621,1.522053693591441,0.017095364752995074
1.905263157894737,1.4056555206598725e-17,0.02581890645165691,2.3453371108425966e-15,-8.459773960447738,-6.140886495637489e-17,0.07184327738277907,2.331280555635998e-15,8.485592866899394,7.546542016297362e-17,0.04602437093112216,33.73952049335987,140.35640525237707,1.768382808354916,0.012599231258275381
2.1631578947368424,-5.020421315829772e-18,0.02558519246594898,2.3674748096387712e-15,-7.451187770516011,-6.195613087464175e-17,0.06862561383960042,2.372495230954601e-15,7.47677296298196,5.693570955881198e-17,0.04304042137365144,52.77849752684871,219.55854971169063,2.014709856378548,0.009176184935745513
2.421052631578948,-1.1116000260569307e-17,0.026231161843437295,2.3836754374204017e-15,-6.6574742906132185,-6.204449462458718e-17,0.0661901717986043,2.394791437680971e-15,6.683705452456656,5.0928494364017875e-17,0.039959009955167005,82.52670238438556,343.31108191904394,2.2608027419612737,0.0065852891474513855
2.678947368421053,1.0871646764571159e-17,0.027854624341899822,2.3888798671323426e-15,-6.01657794436558,-6.164641170578771e-17,0.06437240100501727,2.3780082203677714e-15,6.04443256870748,7.251805847035888e-17,0.03651777666311745,129.53339341326026,538.8589165991627,2.5064970941497173,0.0046514904308695105
2.936842105263158,2.430752384995051e-18,0.030577778127296187,2.3809797217491373e-15,-5.488240454627385,-6.077944567076865e-17,0.0630399918288096,2.3785489693641424e-15,5.518818232754681,6.32101980557637e-17,0.03246221370151341,204.5331746024284,850.8580063461022,2.7517036029448683,0.003234033860434243
3.1947368421052635,2.513953768633232e-17,0.034350314985792024,2.359989119415069e-15,-5.045202922046261,-5.949776438281311e-17,0.062082217913030646,2.3348495817287367e-15,5.079553237032053,8.463730206914543e-17,0.027731902927238622,325.1683030267176,1352.700140591145,2.99640049329889,0.0022151254393966645
3.452631578947369,2.0564281062298403e-17,0.038483901814692245,2.327289194861196e-15,-4.668350874515367,-5.787820468833203e-17,0.06140682314172537,2.3067249137988978e-15,4.7068347763300595,7.844248575063043e-17,0.02292292132703312,520.50229707518,2165.2895558327486,3.240616442205425,0.0014966203635333735
3.710526315789474,-7.447305578063087e-18,0.04111485673758147,2.127100947337086e-15,-4.043751824500028,-5.600593361667685e-17,0.0609389771455483,2.134548252915149e-15,4.084866681237609,4.8558628038613766e-17,0.019824120407966828,838.5111309680168,3488.2063048269497,3.4844106374336263,0.0009989118569655496
3.9684210526315793,1.0159061467309792e-17,0.039905871483730926,2.2353682732432515e-15,-4.061589089764032,-5.396310314749229e-17,0.060620047639847595,2.225209211775942e-15,4.101494961247763,6.412216461480208e-17,0.02071417615611667,1358.5276958632428,5651.47521479109,3.7278551793660673,0.000659625148776994
4.226315789473684,-9.353862516366733e-18,0.03458989824552158,2.1806710709488003e-15,-3.8137461689689673,-5.1821766474734823e-17,0.06040566280418915,2.190024933465167e-15,3.848336067214489,4.246790395836809e-17,0.02581576455866757,2211.9314802283734,9201.634957750033,3.9710223829907503,0.0004315561746606972
4.484210526315789,-4.019743948795341e-18,0.02751394621678238,2.1228072980790124e-15,-3.5944110019742737,-4.9640718878589724e-17,0.06026328717651348,2.1268270420278076e-15,3.6219249481910563,4.5620974929794386e-17,0.0327493409597311,3616.5710660725517,15044.935634861815,4.213977259608505,0.00028009274096487085
4.742105263157895,-1.0431416591807261e-18,0.02097319386395262,2.063345487633053e-15,-3.3989324902131863,-4.74651711625961e-17,0.060169708045257564,2.064388629292234e-15,3.419905684077139,4.642202950341538e-17,0.039196514181304945,5934.07075981165,24685.734360816463,4.456774173953922,0.000180540473652189
5.0,-5.258406624706662e-18,0.015825749650153043,2.0035026881715697e-15,-3.2236191301916644,-4.5328075938943785e-17,0.06010874194234972,2.0087610947962764e-15,3.2394448798418174,4.006966931423712e-17,0.04428299229219668,9765.287893025925,40623.59763498785,4.699456290288151,0.00011568291741449937
